order_id,customer_id,order_status,shipping_address,shipping_city,shipping_country,order_date,shipped_date,delivered_date
1007,140,shipped,3408 Terri Stream,East Patrick,Cocos (Keeling) Islands,2024-05-09,2024-05-12,
1008,265,delivered,24341 Tammy Knoll,New Candiceside,Pakistan,2025-12-20,2025-12-23,2025-12-25
1009,285,pending,7862 Diana Terrace Suite 778,Stephanieton,Jersey,2024-03-15,,
1010,165,confirmed,494 Garcia Station Apt. 850,Williamsbury,Russian Federation,2025-07-18,,
1011,116,shipped,59041 Green Path,Johnview,Argentina,2025-09-20,2025-09-23,
1012,142,delivered,23160 William Heights Suite 518,North Alexander,Monaco,2025-12-03,2025-12-08,2025-12-11
1013,274,delivered,892 Monique Crescent Suite 030,Westfort,Cyprus,2024-08-20,2024-08-22,2024-08-24
1014,399,confirmed,871 Austin Fall,Williamsville,Costa Rica,2022-08-03,,
1015,498,delivered,55471 Anna Lodge,New Jacob,Dominica,2025-08-22,2025-08-27,2025-08-28
1016,451,delivered,907 Gregg Forest,Santoschester,Burundi,2025-06-18,2025-06-23,2025-06-25
1017,314,confirmed,547 Connie Glen Suite 285,Larryborough,Sao Tome and Principe,2025-11-19,,
1018,170,cancelled,603 Kristin Corners Apt. 238,South Stephanie,Liberia,2025-06-04,,
1019,433,pending,3048 Ashley Trail Suite 908,Lake Dakotaland,Austria,2024-02-20,,
1020,301,delivered,801 Kyle Prairie,Burnsbury,South Georgia and the South Sandwich Islands,2023-08-17,2023-08-22,2023-08-27
1021,207,delivered,64623 Coleman Ports,Aaronbury,Tonga,2023-11-24,2023-11-26,2023-11-27
1022,267,delivered,269 Thomas Green,Murrayside,Monaco,2024-08-05,2024-08-07,2024-08-10
1023,224,delivered,70671 Blair Rue Suite 028,Harrisfurt,French Guiana,2025-09-23,2025-09-28,2025-10-01
1024,123,delivered,13950 Marcus Roads Suite 584,North Duane,El Salvador,2023-11-01,2023-11-06,2023-11-07
1025,160,delivered,6697 Patel Street Suite 229,West Bryan,Cocos (Keeling) Islands,2025-09-02,2025-09-05,2025-09-07
1026,130,shipped,528 Katrina Plain,Jefferyhaven,Iran,2024-05-02,2024-05-05,
1027,290,delivered,88419 Hart Street,East Gail,Taiwan,2025-06-21,2025-06-23,2025-06-30
1028,211,delivered,3953 Oconnell Via Apt. 260,Victoriabury,Thailand,2024-08-15,2024-08-17,2024-08-19
1029,49,delivered,1303 Walters Burg,Crystalberg,Solomon Islands,2024-06-28,2024-07-03,2024-07-05
1030,386,delivered,135 Noble Mall Apt. 659,Jefffurt,Marshall Islands,2023-09-18,2023-09-22,2023-09-25
1031,405,pending,1153 Bell Hollow,New Robertfort,Costa Rica,2024-12-25,,
1032,399,confirmed,209 Brenda Ridge Suite 854,Jameschester,Mozambique,2022-12-02,,
1033,318,returned,543 Melissa Plains Suite 623,East Cassandra,Ecuador,2025-12-25,2025-12-29,2025-12-31
1034,106,delivered,6222 Christine Drives,West Toddmouth,Western Sahara,2025-04-18,2025-04-19,2025-04-22
1035,457,confirmed,863 Tammy Rue Apt. 810,Sandraside,Afghanistan,2025-11-07,,
1036,356,shipped,954 Ross Islands,North Wanda,American Samoa,2024-03-10,2024-03-11,
1037,283,shipped,799 Marcus Common,Bishopborough,Libyan Arab Jamahiriya,2024-09-02,2024-09-07,
1038,417,delivered,7359 Cross Viaduct,New Meredith,Mali,2025-09-24,2025-09-28,2025-10-03
1039,202,delivered,886 Meghan Isle,Lindseychester,Tuvalu,2025-06-06,2025-06-09,2025-06-12
1040,407,delivered,8528 Christopher Mountain Apt. 517,Collinsland,Liechtenstein,2025-08-11,2025-08-13,2025-08-17
1041,194,delivered,01984 Washington Hills,East Amyberg,Kuwait,2025-03-26,2025-03-30,2025-04-04
1042,48,delivered,788 Levine Forge Apt. 554,Wrightbury,Kiribati,2022-12-06,2022-12-11,2022-12-15
1043,430,cancelled,880 Alexander Ports Suite 795,Lake Carolbury,New Zealand,2023-02-25,,
1044,28,delivered,46217 Mcgee Pines,Kochtown,Cuba,2024-03-19,2024-03-20,2024-03-23
1045,27,returned,7216 Wolf Ports,Lake Tiffanymouth,New Caledonia,2024-03-01,2024-03-03,2024-03-05
1046,165,delivered,70733 Owen Extension Suite 539,Staceyside,Greenland,2025-06-14,2025-06-15,2025-06-17
1047,409,delivered,842 Garcia Harbor,Christinamouth,Nauru,2023-06-04,2023-06-08,2023-06-13
1048,231,delivered,33043 Kelly Ramp Apt. 825,South Danielle,Togo,2023-07-15,2023-07-19,2023-07-21
1049,310,delivered,9671 Nathan Row Suite 504,East Nathanielfort,Korea,2025-09-22,2025-09-26,2025-09-30
1050,179,delivered,0786 Guzman Neck,South Thomasland,Jordan,2024-08-12,2024-08-17,2024-08-18
1051,177,cancelled,5371 Johnson Fields Suite 870,West Brianburgh,Benin,2025-08-11,,
1052,26,pending,7088 Herring Forks Apt. 569,Lake Johntown,Albania,2025-09-06,,
1053,28,pending,978 Travis Points,Port Derrickside,Dominica,2023-09-18,,
1054,422,delivered,37603 Smith Turnpike,Jeffreymouth,France,2025-03-06,2025-03-08,2025-03-09
1055,437,delivered,015 Cunningham Mill Suite 424,Mackenziestad,Bangladesh,2024-05-29,2024-05-31,2024-06-02
1056,426,delivered,88279 Robert Mountains,Wrightton,Djibouti,2022-11-22,2022-11-26,2022-11-28
1057,333,delivered,0791 Dougherty Rapid Suite 768,Meganberg,Puerto Rico,2025-09-19,2025-09-24,2025-09-28
1058,240,pending,325 Spencer Valley,Thomasfort,Svalbard & Jan Mayen Islands,2025-12-01,,
1059,239,returned,42728 Kim Skyway,Angelamouth,San Marino,2025-06-13,2025-06-18,2025-06-24
1060,253,confirmed,3699 Jason Junction Apt. 088,Lynchfurt,Liechtenstein,2024-08-05,,
1061,313,delivered,2877 Gary Road,Rebeccastad,Cook Islands,2025-12-27,2025-12-31,2026-01-05
1062,123,confirmed,782 Angela Oval,Jasonmouth,Poland,2025-03-05,,
1063,162,pending,75738 Jennifer Cliff,Adrianshire,El Salvador,2025-05-25,,
1064,126,returned,34679 Hensley Forges,Adriennehaven,Costa Rica,2023-07-25,2023-07-30,2023-07-31
1065,110,delivered,197 Wayne Branch,West Gregorymouth,Seychelles,2025-08-26,2025-08-28,2025-09-01
1066,225,delivered,94100 Rebecca Isle Suite 358,West Jean,Belize,2025-11-17,2025-11-19,2025-11-21
1067,408,delivered,865 Acosta Isle Apt. 780,Joshuaburgh,Bulgaria,2025-12-21,2025-12-26,2025-12-28
1068,31,delivered,19520 Wang Fields,South William,Panama,2024-08-16,2024-08-18,2024-08-20
1069,3,shipped,051 Stuart Burgs,Grayside,Guam,2025-09-07,2025-09-09,
1070,96,delivered,68970 Chavez Course,South Randall,Dominica,2024-11-11,2024-11-14,2024-11-18
1071,75,pending,927 Powell Vista Apt. 585,Tashaview,Tonga,2025-09-18,,
1072,391,delivered,356 Jensen Prairie,Laurenhaven,Niger,2025-01-30,2025-02-01,2025-02-03
1073,10,pending,148 Frye Shoal,South Kayla,Mauritius,2025-02-03,,
1074,308,delivered,62339 Alicia Stravenue,Wallaceside,Poland,2025-11-02,2025-11-07,2025-11-14
1075,95,confirmed,2875 Taylor Points Suite 865,Lake Joannamouth,Bermuda,2023-06-03,,
1076,123,shipped,523 Henry Locks,Johnland,Montenegro,2023-09-06,2023-09-11,
1077,36,delivered,4616 Roberts Wells,Nelsonton,Gabon,2024-02-18,2024-02-23,2024-02-25
1078,140,shipped,38332 Edwards Harbor,Hartmanbury,Solomon Islands,2023-08-26,2023-08-29,
1079,116,confirmed,55194 Harrison Camp,North Ashley,Cook Islands,2024-07-29,,
1080,344,delivered,83409 Cortez Courts Apt. 172,North Larry,Mozambique,2024-09-17,2024-09-20,2024-09-23
1081,55,delivered,098 Jennifer Land Apt. 049,New Jennifer,Cuba,2024-08-11,2024-08-12,2024-08-16
1082,403,pending,4568 Wilcox Fort Suite 493,Torresburgh,Japan,2025-12-11,,
1083,392,confirmed,08152 Michael Street,Matthewview,Saint Vincent and the Grenadines,2025-10-02,,
1084,183,returned,1881 Foster Manors Suite 458,Port Richard,Oman,2025-11-06,2025-11-11,2025-11-18
1085,99,shipped,85485 Stephanie Locks,North Ashley,Brazil,2025-07-15,2025-07-19,
1086,369,confirmed,160 Peterson Path Apt. 168,Colemanberg,Nepal,2025-08-25,,
1087,407,delivered,55782 Robin Ranch Apt. 386,Mariahaven,Malaysia,2025-10-07,2025-10-11,2025-10-16
1088,32,delivered,5357 Zachary Land Suite 942,Brownberg,Lebanon,2024-06-27,2024-06-30,2024-07-07
1089,12,returned,7473 Deborah Manors,New Justinfort,Netherlands,2025-08-09,2025-08-13,2025-08-17
1090,156,delivered,693 Janice Ways,Lopezside,Seychelles,2025-04-13,2025-04-14,2025-04-16
1091,96,delivered,6241 Kimberly Shoal Apt. 785,New Tonya,Romania,2024-09-27,2024-09-30,2024-10-04
1092,461,returned,4068 Cummings Crescent,South Troyfurt,Djibouti,2025-12-17,2025-12-18,2025-12-21
1093,267,delivered,57224 Green Keys Suite 373,Freemanborough,Mauritania,2025-03-26,2025-03-29,2025-04-02
1094,103,delivered,94415 Ramos Passage,New Alec,Albania,2025-01-14,2025-01-16,2025-01-21
1095,129,cancelled,16453 Page Plain,North Benjamin,Zambia,2025-12-22,,
1096,73,delivered,812 James Divide,Christopherfurt,Wallis and Futuna,2022-12-21,2022-12-23,2022-12-29
1097,302,shipped,924 Jennifer Cliffs,West Gregory,France,2024-10-25,2024-10-30,
1098,103,confirmed,97755 Frank Mountains Apt. 671,Carlshire,Bhutan,2025-05-03,,
1099,44,delivered,504 Mckay Place Apt. 059,North Vanessa,Saint Lucia,2025-09-23,2025-09-24,2025-09-27
1100,427,delivered,719 Raymond Mountains Apt. 759,Port Jacobmouth,Poland,2024-01-09,2024-01-13,2024-01-15
1101,482,delivered,272 Arnold Run,Schultzstad,Palestinian Territory,2025-09-15,2025-09-20,2025-09-24
1102,1,confirmed,3055 Luis Views,North Davidview,Pitcairn Islands,2024-10-14,,
1103,484,delivered,976 Lori Turnpike,New Paul,South Africa,2025-08-08,2025-08-12,2025-08-19
1104,265,delivered,702 Mark Stream Suite 945,North Erik,Montserrat,2025-12-19,2025-12-21,2025-12-22
1105,496,confirmed,718 James Drives Apt. 024,East Brandon,Cape Verde,2025-12-20,,
1106,324,shipped,9552 Brian Burg,South Kathryn,Mayotte,2023-10-08,2023-10-13,
1107,356,shipped,655 Travis Valley,East Lorettabury,India,2025-03-04,2025-03-06,
1108,356,delivered,11914 James Extension Suite 894,Caitlinchester,Turkmenistan,2024-05-03,2024-05-08,2024-05-14
1109,484,delivered,6548 Robinson Forge,West Thomas,Saint Barthelemy,2024-01-31,2024-02-01,2024-02-05
1110,290,delivered,26207 Harold View,West Brian,Tajikistan,2025-09-18,2025-09-22,2025-09-28
1111,182,shipped,00256 Gross Radial,Buchananborough,Brazil,2025-05-13,2025-05-16,
1112,36,delivered,92179 Joseph Villages Apt. 386,Meghanview,Uzbekistan,2024-09-30,2024-10-02,2024-10-04
1113,129,pending,0405 Kelly Wall,Johnsonland,Dominican Republic,2024-08-09,,
1114,423,delivered,5558 Scott Corner,Brianfort,Singapore,2025-11-14,2025-11-15,2025-11-17
1115,76,confirmed,52318 Tapia Cape,Thomasfort,British Indian Ocean Territory (Chagos Archipelago),2025-11-09,,
1116,184,delivered,571 Angela Pines Apt. 395,Farmerfort,Haiti,2024-11-06,2024-11-08,2024-11-12
1117,292,returned,9193 Sean Overpass,Maldonadoshire,Puerto Rico,2025-11-21,2025-11-22,2025-11-25
1118,75,shipped,45859 Pruitt Spur Apt. 456,Erictown,Timor-Leste,2025-04-17,2025-04-21,
1119,392,delivered,123 Greene Viaduct Suite 065,Port Brittany,Liechtenstein,2025-03-26,2025-03-30,2025-04-02
1120,362,delivered,1059 Rodriguez Causeway Apt. 884,Port Robinville,Bolivia,2025-09-21,2025-09-22,2025-09-29
1121,273,cancelled,526 Patricia Route,Martinfort,Reunion,2024-04-12,,
1122,257,cancelled,222 Case Park,Port Melindabury,Puerto Rico,2025-11-11,,
1123,257,delivered,6358 Soto Orchard,Gloverborough,Iraq,2024-01-17,2024-01-22,2024-01-23
1124,285,delivered,8550 Jeffery Cliffs Apt. 120,Evansfort,Luxembourg,2024-03-19,2024-03-20,2024-03-22
1125,325,pending,37748 Sara Terrace Suite 314,West Jeremy,Bangladesh,2025-10-28,,
1126,342,returned,085 Reed Plaza Suite 883,Mackville,Cocos (Keeling) Islands,2024-10-22,2024-10-27,2024-10-30
1127,335,delivered,4890 Mark Freeway Suite 197,West Cody,Tunisia,2024-06-24,2024-06-26,2024-07-01
1128,101,pending,6910 Duke Meadow Apt. 889,North Gregory,Holy See (Vatican City State),2025-12-24,,
1129,285,confirmed,429 Amanda Mountains,New William,Timor-Leste,2024-08-16,,
1130,187,delivered,86784 Murray Ports Suite 569,North Michaelland,Argentina,2025-10-20,2025-10-23,2025-10-28
1131,268,delivered,31734 Walker Highway,North Todd,Czech Republic,2025-06-17,2025-06-22,2025-06-23
1132,371,cancelled,62969 James Mission Suite 304,East Mary,Bosnia and Herzegovina,2023-04-14,,
1133,419,confirmed,1625 Montgomery Squares Suite 831,Lake Anthony,Kuwait,2024-09-16,,
1134,207,confirmed,81018 Lee Estates Apt. 477,Castanedaburgh,Seychelles,2025-09-14,,
1135,408,delivered,53057 Lamb Mill,Stewarthaven,Singapore,2025-06-12,2025-06-14,2025-06-19
1136,47,delivered,926 Christopher Stravenue,Lake Mariamouth,Canada,2025-02-25,2025-02-28,2025-03-05
1137,454,pending,9846 Russell Rest Suite 931,Nicolemouth,Samoa,2024-10-02,,
1138,449,confirmed,76531 Lopez Park Apt. 446,Davidsonhaven,Ukraine,2025-07-04,,
1139,177,delivered,064 Joseph Drive Suite 166,Elizabethport,Denmark,2025-04-04,2025-04-08,2025-04-12
1140,121,pending,459 Conner Circles Apt. 883,Dominguezhaven,Philippines,2024-09-19,,
1141,156,delivered,1763 Paul Extensions,Kelliehaven,Liberia,2025-02-04,2025-02-06,2025-02-08
1142,152,delivered,244 Mejia Isle Apt. 369,Baileyfurt,Azerbaijan,2025-12-17,2025-12-19,2025-12-24
1143,99,delivered,7678 Kyle Wall,South Yesenia,Nigeria,2024-09-13,2024-09-14,2024-09-17
1144,59,delivered,87452 Victor Centers,Lynchbury,Yemen,2025-08-26,2025-08-31,2025-09-05
1145,160,shipped,586 Boyle Curve Apt. 592,Velezfort,Kyrgyz Republic,2025-11-19,2025-11-24,
1146,129,delivered,41578 Christopher Hill Apt. 160,South Brenda,Mexico,2025-04-24,2025-04-29,2025-05-06
1147,198,shipped,0046 Gonzalez Grove Suite 435,Dawnside,Ethiopia,2025-11-10,2025-11-12,
1148,489,delivered,6911 Suarez Groves,North Amber,Guadeloupe,2025-11-02,2025-11-04,2025-11-06
1149,462,cancelled,86517 Wanda Squares,Port Alanborough,Nicaragua,2025-11-02,,
1150,171,delivered,43153 Burnett Villages,Port Amy,Armenia,2024-01-13,2024-01-17,2024-01-24
1151,348,cancelled,409 Miller Causeway Apt. 000,North Dana,Armenia,2025-08-18,,
1152,261,delivered,0140 Christina Crossroad Apt. 412,Simsfort,Iraq,2025-11-24,2025-11-26,2025-11-27
1153,370,cancelled,33327 Hernandez Trace Suite 251,West Brian,San Marino,2025-06-17,,
1154,89,confirmed,253 Ray Fields,Lake Jessicaberg,Madagascar,2025-01-13,,
1155,431,delivered,8675 Greene Alley,Mooreton,United States Virgin Islands,2025-06-22,2025-06-26,2025-07-01
1156,92,delivered,48945 Decker Locks Suite 917,Williamsfort,Madagascar,2024-10-17,2024-10-18,2024-10-21
1157,476,delivered,42423 Hall Circles Apt. 660,Lake Jacob,Mauritania,2025-10-03,2025-10-06,2025-10-12
1158,445,delivered,47023 Lori Manors,Herringside,Sao Tome and Principe,2024-10-17,2024-10-22,2024-10-24
1159,262,delivered,417 Hoover Islands,Brooksville,Cuba,2025-06-11,2025-06-15,2025-06-17
1160,236,delivered,50050 Simmons Court,New Patrick,Cameroon,2024-05-24,2024-05-26,2024-06-01
1161,460,pending,524 Obrien Branch Suite 971,Melanieberg,Greenland,2025-10-28,,
1162,155,delivered,597 Scott Parkways,South Antonio,Somalia,2025-07-14,2025-07-18,2025-07-25
1163,461,delivered,04916 Thomas Junction,Shawnmouth,Angola,2023-11-03,2023-11-08,2023-11-15
1164,106,delivered,485 Webb Mountain Apt. 179,West Caitlintown,Ukraine,2025-09-22,2025-09-25,2025-10-02
1165,170,pending,64388 Sarah Junctions,Jeremyfurt,Costa Rica,2025-08-27,,
1166,397,delivered,127 Joseph Path,Masonbury,Cayman Islands,2025-12-09,2025-12-14,2025-12-16
1167,123,delivered,8134 Rebecca Mews,Hudsonshire,Guyana,2025-09-22,2025-09-23,2025-09-26
1168,131,delivered,751 Wallace View Apt. 400,North Michaelmouth,Aruba,2025-12-17,2025-12-22,2025-12-27
1169,175,shipped,1379 Richard Stravenue,Lake Gracehaven,Saudi Arabia,2025-10-09,2025-10-10,
1170,179,confirmed,026 Hopkins Road Suite 539,Amandachester,Malawi,2024-10-21,,
1171,139,delivered,10110 Diane Brooks Suite 778,South April,Mayotte,2025-03-01,2025-03-03,2025-03-06
1172,202,confirmed,867 Mason Motorway,Reyesport,Austria,2025-10-31,,
1173,210,pending,439 Zachary Plain,North Karachester,Algeria,2025-11-21,,
1174,434,returned,7282 Matthew Forks Suite 000,Davisfurt,Guernsey,2024-12-09,2024-12-11,2024-12-12
1175,475,delivered,18372 Eric Cape Apt. 922,North Brianstad,Italy,2024-07-19,2024-07-24,2024-07-31
1176,212,delivered,63266 Shawn Trail Suite 864,Joycemouth,Mayotte,2025-08-06,2025-08-08,2025-08-14
1177,186,cancelled,723 Jimmy Lodge,South Nicholasport,Kyrgyz Republic,2025-10-10,,
1178,72,returned,2427 Glass Estates,Michaelview,Maldives,2024-07-24,2024-07-25,2024-07-31
1179,306,pending,1219 Jones Club Suite 959,Pageview,Uruguay,2024-06-29,,
1180,379,delivered,327 Morgan Squares Suite 128,Port Erin,Korea,2024-06-01,2024-06-02,2024-06-03
1181,281,shipped,2876 Jarvis Ferry Apt. 605,Rebeccaville,Cote d'Ivoire,2025-09-20,2025-09-24,
1182,123,delivered,1173 Schwartz Mountains,Kaylaside,Guatemala,2023-05-09,2023-05-11,2023-05-18
1183,103,cancelled,84479 Jackson Inlet,Olsonstad,Aruba,2025-07-21,,
1184,184,delivered,5256 Garcia Rue Apt. 663,Lewisborough,Guam,2024-10-19,2024-10-21,2024-10-27
1185,394,cancelled,294 Gray View Apt. 733,New Cynthiashire,Faroe Islands,2025-06-30,,
1186,187,delivered,9498 Smith Falls,Walshhaven,United States Minor Outlying Islands,2025-05-21,2025-05-23,2025-05-25
1187,69,delivered,187 Kimberly Key Suite 456,Heatherview,Saint Kitts and Nevis,2025-03-28,2025-04-01,2025-04-07
1188,20,confirmed,3760 Savage Crossroad,Joneshaven,Malawi,2025-11-13,,
1189,267,delivered,58370 Jennifer Estate Suite 583,East Danielside,Nigeria,2024-07-06,2024-07-09,2024-07-10
1190,234,shipped,94502 Daniel Crossroad Suite 714,North Joshua,French Polynesia,2023-09-26,2023-09-27,
1191,204,delivered,965 Terry Green,Port Michelle,Greece,2025-01-04,2025-01-07,2025-01-12
1192,287,delivered,5706 Wheeler Meadow,South Lee,Serbia,2024-06-30,2024-07-02,2024-07-04
1193,260,delivered,569 Brian Via,Lake Emilymouth,Central African Republic,2025-02-02,2025-02-05,2025-02-06
1194,120,cancelled,5649 Clark Ferry,Lake Michelleport,Indonesia,2025-09-13,,
1195,27,delivered,30101 Glover Mountains Suite 145,Sellersside,Costa Rica,2023-07-21,2023-07-22,2023-07-26
1196,301,shipped,04263 Gallegos Expressway Suite 600,New Josephchester,Macao,2025-01-12,2025-01-15,
1197,372,delivered,236 Clark Terrace Suite 674,West Amanda,Jersey,2025-06-22,2025-06-27,2025-06-29
1198,126,delivered,0840 Collin Place,New Amanda,Ethiopia,2025-11-28,2025-12-02,2025-12-04
1199,286,delivered,59558 Grant Shores,East Cody,Malaysia,2024-06-10,2024-06-14,2024-06-17
1200,335,delivered,769 Michael Fork,Jimmystad,Vanuatu,2023-07-27,2023-07-28,2023-07-31
1201,435,delivered,392 Lewis Radial,Maynardton,Saint Barthelemy,2023-10-30,2023-11-03,2023-11-09
1202,393,delivered,8792 Ruben Orchard,East Timothyfurt,Papua New Guinea,2025-05-07,2025-05-09,2025-05-13
1203,299,shipped,829 Tanya Estates Apt. 624,South Cynthia,Vanuatu,2025-09-16,2025-09-18,
1204,13,delivered,980 Nicholas Trail,New Phyllis,South Africa,2023-02-18,2023-02-23,2023-02-25
1205,116,delivered,8313 Gabriel Wells,Port Sandra,Cape Verde,2024-01-14,2024-01-18,2024-01-21
1206,240,delivered,189 Rebecca Plaza,Barbarafurt,Italy,2025-12-01,2025-12-06,2025-12-09
1207,151,delivered,16705 Chavez Corner Suite 402,New Jacquelineland,Mexico,2024-11-25,2024-11-27,2024-12-01
1208,366,returned,552 Cohen Squares,Port Laura,Svalbard & Jan Mayen Islands,2025-05-13,2025-05-16,2025-05-21
1209,104,pending,116 Kevin Trafficway,Raymondburgh,San Marino,2025-09-23,,
1210,114,confirmed,4329 Pena Dam Apt. 577,Youngmouth,Monaco,2025-05-05,,
1211,289,returned,8244 Thomas Pass,Ryanview,Vietnam,2023-03-31,2023-04-03,2023-04-04
1212,49,delivered,2918 Ford Ville,South Jeffery,Belarus,2025-06-20,2025-06-25,2025-06-28
1213,253,delivered,3346 Charles Crossing,Lake Christiestad,Svalbard & Jan Mayen Islands,2024-05-21,2024-05-23,2024-05-24
1214,375,shipped,55246 Matthew View Apt. 387,West Jasonville,Brazil,2025-11-18,2025-11-23,
1215,292,delivered,775 Debbie Bypass,Hectorville,Mexico,2025-11-02,2025-11-03,2025-11-08
1216,48,pending,7291 Zhang Avenue Suite 074,Susanborough,Comoros,2022-12-29,,
1217,383,pending,6803 Douglas Forge,East Kristen,Morocco,2025-10-21,,
1218,320,delivered,268 Watson Turnpike Apt. 205,Lake Codyhaven,Reunion,2025-02-08,2025-02-09,2025-02-13
1219,449,delivered,557 Thomas Gardens Apt. 016,Grahammouth,Israel,2025-06-30,2025-07-04,2025-07-09
1220,456,confirmed,7525 Ryan Orchard,Jillside,French Polynesia,2025-05-06,,
1221,54,delivered,655 Marcus Mill Apt. 725,Brandonshire,Latvia,2023-02-03,2023-02-05,2023-02-06
1222,346,returned,92735 Juarez Harbor Apt. 448,West Sierra,Palestinian Territory,2024-07-29,2024-08-03,2024-08-07
1223,173,delivered,107 Jones Mill,North Rebeccatown,Algeria,2025-11-25,2025-11-26,2025-11-28
1224,471,cancelled,4937 Torres Hills,South Jacobshire,Croatia,2024-08-02,,
1225,333,pending,075 Holly Knolls Apt. 055,New Julie,El Salvador,2025-05-07,,
1226,240,delivered,29301 Watson Estate,North Danielburgh,Paraguay,2025-12-20,2025-12-24,2025-12-28
1227,406,delivered,78401 Williams Groves Apt. 807,East Maria,Peru,2025-02-11,2025-02-13,2025-02-17
1228,113,delivered,01466 Warner Turnpike Suite 091,North Derekside,Iran,2024-09-26,2024-09-30,2024-10-05
1229,390,shipped,60321 Dickson Harbors Apt. 183,Garyton,Niger,2025-07-07,2025-07-11,
1230,33,delivered,77455 Ross Station,Jessicastad,Armenia,2023-12-10,2023-12-15,2023-12-16
1231,455,delivered,6675 Christopher Lakes Apt. 109,Port Troytown,United Kingdom,2024-06-26,2024-06-28,2024-06-29
1232,129,confirmed,09793 Turner Street,Port Anne,Somalia,2024-02-18,,
1233,462,shipped,0449 Adams Via,Terryshire,Northern Mariana Islands,2025-10-23,2025-10-28,
1234,68,delivered,4535 Randy Wells,North Williamburgh,Palestinian Territory,2025-02-18,2025-02-20,2025-02-27
1235,165,shipped,677 Steven Loop Suite 666,Smithville,Uzbekistan,2025-10-12,2025-10-15,
1236,286,shipped,59945 Marshall Pines Suite 962,Rossmouth,Gibraltar,2025-04-28,2025-04-29,
1237,309,delivered,88415 Davis Skyway Apt. 295,North Lisaview,Burundi,2025-08-05,2025-08-10,2025-08-17
1238,114,shipped,449 Gomez Port,East Richard,Montenegro,2025-12-11,2025-12-13,
1239,310,delivered,215 Delacruz Green,Petersonfurt,Turkmenistan,2024-08-11,2024-08-12,2024-08-16
1240,116,confirmed,15949 Cline Corners,North Kyle,United Kingdom,2025-12-08,,
1241,137,delivered,854 Graham Inlet Suite 014,Marshallfurt,Congo,2025-12-16,2025-12-20,2025-12-22
1242,448,returned,6997 Baker Parks Apt. 024,South Stephanie,Eritrea,2025-10-18,2025-10-22,2025-10-25
1243,180,delivered,3646 Carlson Meadow Suite 435,Barnesfurt,Benin,2025-07-06,2025-07-08,2025-07-14
1244,292,delivered,019 Cheryl Path Suite 251,South Allisonville,Nauru,2025-12-02,2025-12-06,2025-12-07
1245,222,delivered,0118 Anderson Valleys Suite 708,East Michaelmouth,Montserrat,2025-12-24,2025-12-27,2026-01-01
1246,177,delivered,4647 Bennett Station Suite 757,South Donald,Puerto Rico,2024-10-29,2024-10-30,2024-10-31
1247,464,confirmed,04151 Daniel Vista,East Kimberlychester,Iraq,2023-08-19,,
1248,490,shipped,01571 Arnold Station Suite 565,Gonzaleshaven,Lesotho,2025-06-20,2025-06-25,
1249,381,confirmed,07539 Miller Parks Apt. 442,Ryanborough,Bahamas,2025-07-15,,
1250,396,delivered,0357 Timothy Hill,East Karenhaven,Saint Barthelemy,2024-02-20,2024-02-21,2024-02-27
1251,104,shipped,0985 Clarke Loop Apt. 379,Calebview,Croatia,2023-01-05,2023-01-10,
1252,366,returned,368 Felicia Village,North Kellishire,Pitcairn Islands,2023-09-12,2023-09-13,2023-09-20
1253,77,shipped,66511 Yoder Ports,Angelaville,Belarus,2025-12-23,2025-12-26,
1254,80,pending,196 Robert Forge Suite 142,Ayalashire,Israel,2025-03-03,,
1255,85,confirmed,273 Brandy Street Suite 953,West Janice,Tajikistan,2024-11-10,,
1256,238,pending,38175 Juan Garden Apt. 757,Farmerfort,Reunion,2025-12-28,,
1257,367,delivered,3193 Jessica Island Apt. 529,Lake Justinberg,Congo,2025-12-08,2025-12-09,2025-12-13
1258,277,delivered,411 Tucker Bypass,Theresashire,Macao,2023-11-07,2023-11-11,2023-11-16
1259,304,confirmed,0618 Burns Crest Suite 831,West Josephville,Estonia,2025-12-11,,
1260,405,cancelled,695 Doris Junction,Kristenshire,Latvia,2025-05-31,,
1261,370,confirmed,90359 Sylvia Ferry,Port Raymondtown,Christmas Island,2025-04-14,,
1262,427,confirmed,424 Carr Trail Apt. 721,South Dylan,Micronesia,2023-08-24,,
1263,213,delivered,525 Shah Vista Apt. 060,West Emmaside,Honduras,2024-05-13,2024-05-15,2024-05-19
1264,395,delivered,623 Diaz Walks,Lake Deanmouth,Myanmar,2025-04-18,2025-04-23,2025-04-29
1265,462,returned,1533 Steven Motorway Suite 688,New Ericamouth,Palau,2025-08-17,2025-08-20,2025-08-23
1266,402,delivered,78649 Amy Grove Apt. 974,Johnsonberg,Saudi Arabia,2025-08-13,2025-08-17,2025-08-24
1267,50,delivered,50769 Frank Square,Jasonchester,Micronesia,2025-04-06,2025-04-09,2025-04-13
1268,259,delivered,1761 Heather Rue Suite 442,Port Ianton,Bangladesh,2025-12-08,2025-12-13,2025-12-17
1269,457,returned,7445 Lisa Turnpike,North Melissaburgh,British Virgin Islands,2025-05-03,2025-05-06,2025-05-11
1270,165,shipped,535 Christina Shoal Apt. 620,Lake Brandonland,Uruguay,2025-11-10,2025-11-13,
1271,220,delivered,209 Perez Lake,Kurtmouth,Bulgaria,2023-12-10,2023-12-14,2023-12-15
1272,310,delivered,1524 David Keys,South Jasmineport,Svalbard & Jan Mayen Islands,2024-08-16,2024-08-20,2024-08-27
